"";"BSBG01";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"49";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Canada";48,4409509284184;0,945333544833652;50,741570967364;0,954983013945764;2,30062003894559;1,34374404851247;1,7120969142095;2,28238974007463;0,0274693350293278;2,2518839613122;0,0183375142549615;-0,0305057787624383;0,0330276974069397;-0,923642311075205;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"50";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Chile";48,4409509284184;0,945333544833652;47,7459096922283;1,78691932477689;-0,695041236190072;2,02156775405843;-0,34381298118489;2,28238974007463;0,0274693350293278;2,3978392177234;0,0234843868524841;0,115449477648763;0,0361397397997078;3,19452985241738;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"51";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Chinese Taipei";48,4409509284184;0,945333544833652;48,7521071943877;0,812099106603196;0,311156265969338;1,24625858871001;0,24967231422767;2,28238974007463;0,0274693350293278;2,52522739380636;0,0138859579739702;0,242837653731721;0,0307796068169872;7,88956321552815;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"52";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Georgia";48,4409509284184;0,945333544833652;47,672239857473;0,878873310968185;-0,768711070945436;1,2907648150302;-0,595546967188947;2,28238974007463;0,0274693350293278;2,14605512662082;0,0254055810732759;-0,136334613453815;0,0374166796579313;-3,64368550871446;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"53";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Hong Kong, SAR";48,4409509284184;0,945333544833652;47,4644511747261;2,08602616217306;-0,976499753692281;2,29023157350042;-0,426375989655834;2,28238974007463;0,0274693350293278;2,43431870117358;0,0192624474050143;0,151928961098951;0,0335500558417478;4,52842647462598;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"54";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Hungary";48,4409509284184;0,945333544833652;49,6719748367791;0,869826505644273;1,23102390836072;1,28462199144693;0,958277155892494;2,28238974007463;0,0274693350293278;2,51088406282333;0,0192894476235214;0,228494322748698;0,033565565041781;6,8074028387211;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"55";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Iran, Islamic Republic of";48,4409509284184;0,945333544833652;47,6797911281928;0,873414326196503;-0,761159800225556;1,28705403779059;-0,591396924974648;2,28238974007463;0,0274693350293278;2,037398444883;0,0339271315439537;-0,244991295191637;0,043653346054503;-5,61219968993339;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"56";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Ireland";48,4409509284184;0,945333544833652;50,3792410942604;1,12884855327495;1,93829016584202;1,47239755746154;1,31641767267238;2,28238974007463;0,0274693350293278;2,41952322745866;0,0206836837907491;0,137133487384024;0,0343857403891374;3,98809174477876;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"57";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Israel";48,4409509284184;0,945333544833652;49,3607272053286;1,22266718030916;0,919776276910241;1,54550009537137;0,59513181504478;2,28238974007463;0,0274693350293278;2,26755124132387;0,021364417804133;-0,0148384987507644;0,034799464292759;-0,426400206219609;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"58";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Italy";48,4409509284184;0,945333544833652;49,1045512075511;0,840658103438717;0,663600279132687;1,26505397428922;0,524562819152075;2,28238974007463;0,0274693350293278;2,40024107741709;0,0253558034006919;0,117851337342456;0,0373828989385253;3,15254677108529;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
