IDCNTRY;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnx;mnx_se;cmnx;cmnx_se;mnxdiff;mnxdiff_se;mnxdiff_t;weight;method;jk2type;date;time;reps;infile;selcrit
Switzerland;HISCED;SGENDER;GIRL;BOY;49,8993514768927;1,40554471804455;50,1006485231073;1,40554471804454;,201297046214627;2,8110894360891;,0716081970322082;3,3087104849554;,042267196652771;3,40696854880804;,0602920245258697;,0982580638526369;,0587212877930173;1,67329545290253;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED;SGENDER;GIRL;GIRL;49,8993514768927;1,40554471804455;49,8993514768927;1,40554471804455;0; ; ;3,3087104849554;,042267196652771;3,3087104849554;,042267196652771;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED;SGENDER;BOY;BOY;47,5156022199959;1,68799137816342;47,5156022199959;1,68799137816342;0; ; ;2,40281706895961;,0602530609690588;2,40281706895961;,0602530609690588;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED;SGENDER;BOY;GIRL;47,5156022199959;1,68799137816342;52,4843977800041;1,68799137816342;4,96879556000829;3,37598275632684;1,47180715028725;2,40281706895961;,0602530609690588;2,32500689318652;,0614543139297141;-,0778101757730898;,0883487941878048;-,880715764016962;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED;SGENDER;GIRL;BOY;52,4843977800041;1,68799137816342;47,5156022199959;1,68799137816342;-4,96879556000829;3,37598275632684;-1,47180715028725;2,32500689318652;,0614543139297141;2,40281706895961;,0602530609690588;,0778101757730898;,0883487941878048;,880715764016962;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED;SGENDER;GIRL;GIRL;52,4843977800041;1,68799137816342;52,4843977800041;1,68799137816342;0; ; ;2,32500689318652;,0614543139297141;2,32500689318652;,0614543139297141;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
England;HISCED;SGENDER;BOY;BOY;47,1371628411107;2,22198998881828;47,1371628411107;2,22198998881828;0; ; ;3,82848188351634;,0480622591366822;3,82848188351634;,0480622591366822;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
England;HISCED;SGENDER;BOY;GIRL;47,1371628411107;2,22198998881828;52,8628371588893;2,22198998881829;5,72567431777851;4,44397997763657;1,28841136697101;3,82848188351634;,0480622591366822;3,755135380516;,0402231862933223;-,0733465030003413;,060972156116414;-1,20295078396606;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
England;HISCED;SGENDER;GIRL;BOY;52,8628371588893;2,22198998881829;47,1371628411107;2,22198998881828;-5,72567431777851;4,44397997763657;-1,28841136697101;3,755135380516;,0402231862933223;3,82848188351634;,0480622591366822;,0733465030003413;,060972156116414;1,20295078396606;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
England;HISCED;SGENDER;GIRL;GIRL;52,8628371588893;2,22198998881829;52,8628371588893;2,22198998881829;0; ; ;3,755135380516;,0402231862933223;3,755135380516;,0402231862933223;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED;SGENDER;BOY;BOY;51,9014802420143;1,89688256781437;51,9014802420143;1,89688256781437;0; ; ;3,97610005481736;,0421064934392427;3,97610005481736;,0421064934392427;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED;SGENDER;BOY;GIRL;51,9014802420143;1,89688256781437;48,0985197579857;1,89688256781436;-3,80296048402859;3,79376513562873;-1,00242380539414;3,97610005481736;,0421064934392427;3,9675978795139;,0537812007267393;-,00850217530345265;,0519621212703448;-,163622559964751;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED;SGENDER;GIRL;BOY;48,0985197579857;1,89688256781436;51,9014802420143;1,89688256781437;3,80296048402859;3,79376513562873;1,00242380539414;3,9675978795139;,0537812007267393;3,97610005481736;,0421064934392427;,00850217530345265;,0519621212703448;,163622559964751;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED;SGENDER;GIRL;GIRL;48,0985197579857;1,89688256781436;48,0985197579857;1,89688256781436;0; ; ;3,9675978795139;,0537812007267393;3,9675978795139;,0537812007267393;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
