IDCNTRY;Variable;Mean;stdev;TOTWGT;NObs;TOTWGT.se;mean.se;stdev.se;xvar;weight;method;jk2type;missoptn;date;time;reps;infile;selcrit
Morocco;RBSDGHER;6329,62461108042;3155,31173204048;435243,101973005;12574;5809,17245694462;63,7879266183738;10,8024311266438; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Morocco;RBSDGSLM;6275,3590657876;3315,89563793695;435243,101973005;12574;5809,17245694462;62,4283914537489;18,0121663130714; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
New Zealand;RBSDGHER;4047,91288465305;1717,8906193501;54078,583186;7879;1296,15232852097;36,6990566456225;18,2859812285866; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
New Zealand;RBSDGSLM;3963,07521799385;2069,18453440524;54078,583186;7879;1296,15232852097;47,5147542098668;11,2933264073521; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Norway;RBSDGHER;2342,77341194541;1068,98940848517;58656,817412;4631;1010,08382488598;29,4517318725607;11,3968460682328; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Norway;RBSDGSLM;2330,20306400379;1201,10425632534;58656,817412;4631;1010,08382488598;30,1711656558977;7,61620667447547; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Norway (8);RBSDGHER;2394,55345327008;1038,71270778248;57499,9704030003;4721;1066,05492252777;28,3756316464631;14,0027691249758; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Norway (8);RBSDGSLM;2387,39164723171;1256,24908831992;57499,9704030003;4721;1066,05492252777;31,1530068161554;8,84049988034842; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Oman;RBSDGHER;4348,64756350495;2068,34088908012;45305,3054229997;8634;889,914846287847;45,8377824099836;18,6050770111591; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Oman;RBSDGSLM;4249,28640820615;2282,65067178003;45305,3054229997;8634;889,914846287847;51,2140270110929;15,504730763569; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Qatar;RBSDGHER;2651,82564937883;1104,03347754788;15342,9008350002;5298;134,489947052266;20,6416227046091;19,7133802493452; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Qatar;RBSDGSLM;2686,27595746279;1412,91653946154;15342,9008350002;5298;134,489947052266;28,322631369263;10,2018511534362; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Russian Federation;RBSDGHER;2421,44950460959;897,343964365084;1251617,18881302;4757;36340,6513081284;18,7140074592115;15,6515676170606; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Russian Federation;RBSDGSLM;2379,03358294848;1258,84379606528;1251617,18881302;4757;36340,6513081284;34,7717366677928;9,13519827077785; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Saudi Arabia;RBSDGHER;1834,91493584951;845,639991525065;353935,362175994;3614;11323,0333222802;28,1129006757277;13,8549144740675; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Saudi Arabia;RBSDGSLM;1794,59842208543;965,270109037199;353935,362175994;3614;11323,0333222802;34,0722877343156;7,44548712373607; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Singapore;RBSDGHER;2999,3412098719;1282,44390804229;47354,0312199999;6086;69,7461950726213;20,2122139604899;15,7987583176859; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Singapore;RBSDGSLM;3028,30909680037;1640,81230566498;47354,0312199999;6086;69,7461950726213;28,1215707914733;10,8646893021015; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Slovenia;RBSDGHER;2135,32591786134;788,846921464593;16931,1308729999;4218;151,762058910719;17,9543948101718;15,3577804467338; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Slovenia;RBSDGSLM;2099,1912403947;1004,67998231046;16931,1308729999;4218;151,762058910719;24,8896030031882;10,1072374927209; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
South Africa;RBSDGHER;5977,65854241958;2882,86243926788;841397,787886968;12109;19704,7330416353;78,1003486418214;29,6729547605963; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
South Africa;RBSDGSLM;6135,77832795078;3241,69688825271;841397,787886968;12109;19704,7330416353;88,6393983825389;23,9397091029775; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Sweden;RBSDGHER;2053,41454146154;889,553058856669;95521,1415489993;4027;3216,47630657167;23,8130175979194;16,0401491655967; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Sweden;RBSDGSLM;2043,24215023865;1049,1983607268;95521,1415489993;4027;3216,47630657167;34,3948528321243;13,6458810054105; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Thailand;RBSDGHER;3441,72310603561;1565,91585205805;668332,180390999;6445;14555,3715483793;41,0562815539428;14,0724555900045; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Thailand;RBSDGSLM;3187,23636222474;1645,82216036282;668332,180390999;6445;14555,3715483793;42,0478709224915;16,4081301280128; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
