IDCNTRY;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnpv;mnpv_se;cmnpv;cmnpv_se;mnpvdiff;mnpvdiff_se;mnpvdiff_t;mnpvdiff_ci;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Hong Kong, SAR;PVCIV;SGENDER;GIRL;GIRL;49,250141625812;3,22150643908363;49,250141625812;3,22150643908363;0; ; ;563,968626576275;6,53289367862929;563,968626576275;6,53289367862929;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;PVCIV;SGENDER;BOY;BOY;47,3113976104194;1,11621390355547;47,3113976104194;1,11621390355547;0; ; ;422,953577665082;3,52998882766749;422,953577665082;3,52998882766749;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;PVCIV;SGENDER;BOY;GIRL;47,3113976104194;1,11621390355547;52,6886023895806;1,11621390355546;5,37720477916113;2,23242780711094;2,40868025475814;422,953577665082;3,52998882766749;441,562673409338;3,88453501870953;18,609095744256;2,9753098489698;6,25450682076001;13 to 24;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;PVCIV;SGENDER;GIRL;BOY;52,6886023895806;1,11621390355546;47,3113976104194;1,11621390355547;-5,37720477916113;2,23242780711094;-2,40868025475814;441,562673409338;3,88453501870953;422,953577665082;3,52998882766749;-18,609095744256;2,9753098489698;-6,25450682076001;-24 to -13;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Indonesia;PVCIV;SGENDER;GIRL;GIRL;52,6886023895806;1,11621390355546;52,6886023895806;1,11621390355546;0; ; ;441,562673409338;3,88453501870953;441,562673409338;3,88453501870953;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;PVCIV;SGENDER;BOY;BOY;51,9578088337001;1,72990419786022;51,9578088337001;1,72990419786022;0; ; ;523,430711535006;5,98253899276231;523,430711535006;5,98253899276231;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;PVCIV;SGENDER;BOY;GIRL;51,9578088337001;1,72990419786022;48,0421911662999;1,72990419786022;-3,91561766740024;3,45980839572044;-1,13174407930902;523,430711535006;5,98253899276231;545,078300131346;4,80003468978329;21,6475885963408;6,20387452770269;3,48936595988135;9 to 34;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;PVCIV;SGENDER;GIRL;BOY;48,0421911662999;1,72990419786022;51,9578088337001;1,72990419786022;3,91561766740024;3,45980839572044;1,13174407930902;545,078300131346;4,80003468978329;523,430711535006;5,98253899276231;-21,6475885963408;6,20387452770269;-3,48936595988135;-34 to -9;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Ireland;PVCIV;SGENDER;GIRL;GIRL;48,0421911662999;1,72990419786022;48,0421911662999;1,72990419786022;0; ; ;545,078300131346;4,80003468978329;545,078300131346;4,80003468978329;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Italy;PVCIV;SGENDER;BOY;BOY;51,8381867170116;,770213267114702;51,8381867170116;,770213267114702;0; ; ;522,058539901084;3,9103149724763;522,058539901084;3,9103149724763;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
