"";"IDCNTRY";"EqVar";"b";"ExpB";"df";"b.se";"ExpB.se";"b.wald";"b.sig";"dvar";"convar";"catvar";"contrast";"refcats";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"62";"Hong Kong, SAR";"BSDAGE";-0,443965758136624;0,641585149491564;1;0,0746312060330203;0,0479115777881123;35,3881639995034;2,70123410822892e-09;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"63";"Hong Kong, SAR";"BSDGSLM(1)";1,70086594372868;5,48360059341079;1;0,157459073511425;0,864213928788051;116,682247918251;3,36948870157381e-27;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"64";"Hong Kong, SAR";"BSDGSLM(2)";0,850867599534219;2,34289737842159;1;0,100240068822088;0,235375773248436;72,0512069729478;2,09684889493811e-17;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"65";"Hong Kong, SAR";"BSBG01(1)";0,0937119289724203;1,09881018397904;1;0,150356855981742;0,165246139565865;0,388457296453663;0,53311142879402;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"66";"Hungary";"CONSTANT";11,6012975644525;118645,468456825;1;1,21151112294536;152843,950370238;91,6976743088441;1,00983504413117e-21;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"67";"Hungary";"BSDAGE";-0,856667013083426;0,424734428722969;1;0,0817001938671449;0,0347240240684789;109,945615351845;1,00716360211628e-25;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"68";"Hungary";"BSDGSLM(1)";1,79233507555668;6,01072146928285;1;0,180914199909426;1,08737854234916;98,1506310270509;3,87737164399636e-23;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"69";"Hungary";"BSDGSLM(2)";0,913534646645187;2,49414337651181;1;0,0950677061211639;0,237273916681575;92,3387552939665;7,30398459640641e-22;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"70";"Hungary";"BSBG01(1)";-0,155528306486883;0,856535499572819;1;0,0883856040703102;0,0753626488536356;3,09639114842897;0,0784660582906957;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"71";"Iran, Islamic Republic of";"CONSTANT";1,35803560916371;4,31109819213615;1;1,17586710086741;5,47719645288088;1,33384644727481;0,248122081927409;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"72";"Iran, Islamic Republic of";"BSDAGE";-0,306084011269639;0,736736663423048;1;0,085494412907072;0,0630551736093299;12,8175735950881;0,000343378749768066;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
