BSBG01;percentile;dvar;groupvar;refgroup;compgroup;val;val_se;cval;cval_se;valdiff;valdiff_se;valdiff_t;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Russian Federation;369,533132;8,27439347589803;434,07328;6,14340275577063;64,540148;10,3056773097936;6,26258188180092;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Saudi Arabia;369,533132;8,27439347589803;244,628998;11,6349339384714;-124,904134;14,277159211362;-8,74852848181447;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Singapore;369,533132;8,27439347589803;492,00538;9,42240568838447;122,472248;12,5398291994143;9,76665998016306;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Slovenia;369,533132;8,27439347589803;424,853064;5,82128580866941;55,319932;10,1169637668719;5,46803697974539;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;South Africa;369,533132;8,27439347589803;264,680822;5,12931637605284;-104,85231;9,73526958433241;-10,7703550571158;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Sweden;369,533132;8,27439347589803;407,270162;8,55412890609638;37,73703;11,901206188286;3,17085759232903;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Thailand;369,533132;8,27439347589803;311,812662;4,99258312669745;-57,72047;9,66392641067635;-5,97277623474373;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;United Arab Emirates;369,533132;8,27439347589803;320,966776;5,75635535097393;-48,566356;10,0797427705607;-4,81821382802;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Turkey;369,533132;8,27439347589803;320,09987;7,1754724873976;-49,433262;10,952305365145;-4,51350289751034;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Egypt;369,533132;8,27439347589803;259,351252;7,23459735859392;-110,18188;10,9911321680234;-10,0246160555282;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;United States;369,533132;8,27439347589803;406,204196;4,89477970027006;36,671064;9,61376386792185;3,81443360829363;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;England;369,533132;8,27439347589803;417,842826;6,44629615497272;48,309694;10,4890572270152;4,60572317935071;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Norway (8);369,533132;8,27439347589803;397,377814;4,64796772828899;27,844682;9,49047898671083;2,93395960720106;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;United Arab Emirates (Dubai);369,533132;8,27439347589803;386,770416;7,64464435213475;17,237284;11,2652640743397;1,53012693588457;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;United Arab Emirates (Abu Dhabi);369,533132;8,27439347589803;295,596484;7,46519259546906;-73,936648;11,144267041014;-6,63450074624853;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Canada (Ontario);369,533132;8,27439347589803;427,52343;4,46009569485901;57,990298;9,39989579736306;6,16924902681027;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Canada (Quebec);369,533132;8,27439347589803;465,501826;12,9501403540817;95,968694;15,367879573461;6,24475833124887;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;New Zealand;Argentina, Buenos Aires;369,533132;8,27439347589803;287,426378;8,9119664968689;-82,106754;12,160951206024;-6,7516720204689;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Australia;419,882404;4,11941411047324;397,788376;6,00624366719132;-22,094028;7,28316796478304;-3,03357386604747;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Bahrain;419,882404;4,11941411047324;338,034284;3,88941334192523;-81,84812;5,66543103019639;-14,4469360872553;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Botswana;419,882404;4,11941411047324;265,159086;5,29861525495824;-154,723318;6,71154946593127;-23,0532932500008;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Canada;419,882404;4,11941411047324;433,355528;5,79905445069828;13,473124;7,11326965155473;1,89408312351201;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Chile;419,882404;4,11941411047324;332,499944;6,15420867827425;-87,38246;7,40566385068294;-11,7994094468576;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Chinese Taipei;419,882404;4,11941411047324;454,719;5,8814046155064;34,836596;7,18056354786071;4,85151280506093;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Georgia;419,882404;4,11941411047324;326,709278;6,9732188001377;-93,173126;8,09909581670448;-11,5041392408063;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Hong Kong, SAR;419,882404;4,11941411047324;481,459938;13,2521494570403;61,577534;13,877645255781;4,43717452529267;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Hungary;419,882404;4,11941411047324;397,380284;7,15906551957557;-22,50212;8,25964840215017;-2,72434356820106;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Iran, Islamic Republic of;419,882404;4,11941411047324;310,400698;5,11699851726421;-109,481706;6,56911306336329;-16,6661320857137;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Ireland;419,882404;4,11941411047324;424,814166;7,50999390570897;4,931762;8,56560453659588;,575763447743756;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Israel;419,882404;4,11941411047324;367,918354;7,63792263454963;-51,96405;8,67798564097288;-5,98803134158843;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Italy;419,882404;4,11941411047324;398,67957;5,46432544271476;-21,202834;6,84312977792076;-3,09841179227823;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Japan;419,882404;4,11941411047324;467,404394;6,49809715975192;47,52199;7,69381825306148;6,17664577416946;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Kazakhstan;419,882404;4,11941411047324;398,509548;7,56014973589373;-21,372856;8,60961303675723;-2,48244095393746;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Jordan;419,882404;4,11941411047324;249,12406;7,60552519717146;-170,758344;8,64948473253616;-19,7420250200189;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Korea, Republic of;419,882404;4,11941411047324;486,05628;4,44227000508076;66,173876;6,05832777353671;10,9227956085594;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Kuwait;419,882404;4,11941411047324;266,993724;10,1727827615444;-152,88868;10,9752030380828;-13,9303737224261;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Lebanon;419,882404;4,11941411047324;344,654374;8,22134679610258;-75,22803;9,19565744008291;-8,18082127245072;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Lithuania;419,882404;4,11941411047324;407,916106;5,67892344035692;-11,966298;7,01567844580988;-1,70565086362344;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Malaysia;419,882404;4,11941411047324;348,529888;5,85090860120663;-71,352516;7,15560647836644;-9,97155394385091;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Malta;419,882404;4,11941411047324;364,97075;4,7230001526593;-54,911654;6,26708090386472;-8,76191880116588;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Morocco;419,882404;4,11941411047324;283,087872;3,83096431675551;-136,794532;5,62546533273649;-24,3170162660049;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Oman;419,882404;4,11941411047324;256,302666;5,13928446480307;-163,579738;6,58648748755603;-24,8356560775457;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;New Zealand;419,882404;4,11941411047324;369,533132;8,27439347589803;-50,349272;9,24311419422858;-5,44721951303362;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Norway;419,882404;4,11941411047324;419,882404;4,11941411047324;0;5,82573130406236;0;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Qatar;419,882404;4,11941411047324;294,368178;7,64419552599251;-125,514226;8,68350723228638;-14,4543238857823;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Russian Federation;419,882404;4,11941411047324;434,07328;6,14340275577063;14,190876;7,39668642252571;1,91854503346031;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Saudi Arabia;419,882404;4,11941411047324;244,628998;11,6349339384714;-175,253406;12,3426601819122;-14,1989978997258;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Singapore;419,882404;4,11941411047324;492,00538;9,42240568838447;72,122976;10,283545184909;7,01343502684652;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Slovenia;419,882404;4,11941411047324;424,853064;5,82128580866941;4,97066;7,13140526683079;,697009889918788;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;South Africa;419,882404;4,11941411047324;264,680822;5,12931637605284;-155,201582;6,57871257156064;-23,5914824233128;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Sweden;419,882404;4,11941411047324;407,270162;8,55412890609638;-12,612242;9,49435063370211;-1,32839437751859;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Thailand;419,882404;4,11941411047324;311,812662;4,99258312669745;-108,069742;6,4726701515333;-16,6963153489908;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;United Arab Emirates;419,882404;4,11941411047324;320,966776;5,75635535097393;-98,915628;7,07850263404996;-13,9740893115138;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Turkey;419,882404;4,11941411047324;320,09987;7,1754724873976;-99,782534;8,27387321820718;-12,0599544334837;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Egypt;419,882404;4,11941411047324;259,351252;7,23459735859392;-160,531152;8,32520099184039;-19,282555719356;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;United States;419,882404;4,11941411047324;406,204196;4,89477970027006;-13,678208;6,39753397237888;-2,13804382423839;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;England;419,882404;4,11941411047324;417,842826;6,44629615497272;-2,03957800000001;7,65011808609398;-,266607387892149;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Norway (8);419,882404;4,11941411047324;397,377814;4,64796772828899;-22,50459;6,21073076350779;-3,62350113970961;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;United Arab Emirates (Dubai);419,882404;4,11941411047324;386,770416;7,64464435213475;-33,111988;8,68390234193083;-3,81303090433392;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;United Arab Emirates (Abu Dhabi);419,882404;4,11941411047324;295,596484;7,46519259546906;-124,28592;8,52635168762186;-14,5766823318386;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Canada (Ontario);419,882404;4,11941411047324;427,52343;4,46009569485901;7,641026;6,07141056270007;1,2585256623795;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Canada (Quebec);419,882404;4,11941411047324;465,501826;12,9501403540817;45,619422;13,5895440616668;3,35695015174812;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Norway;Argentina, Buenos Aires;419,882404;4,11941411047324;287,426378;8,9119664968689;-132,456026;9,81797939776204;-13,4911696830605;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Australia;294,368178;7,64419552599251;397,788376;6,00624366719132;103,420198;9,72155791163534;10,6382329807675;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Bahrain;294,368178;7,64419552599251;338,034284;3,88941334192523;43,666106;8,57678619203894;5,09119675159109;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Botswana;294,368178;7,64419552599251;265,159086;5,29861525495824;-29,209092;9,30102407585746;-3,14041677150559;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Canada;294,368178;7,64419552599251;433,355528;5,79905445069828;138,98735;9,59493396338752;14,4854931290147;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Chile;294,368178;7,64419552599251;332,499944;6,15420867827425;38,131766;9,81366443767821;3,88557875013521;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Chinese Taipei;294,368178;7,64419552599251;454,719;5,8814046155064;160,350822;9,64492848552563;16,6254028985951;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Georgia;294,368178;7,64419552599251;326,709278;6,9732188001377;32,3411;10,3469563483276;3,12566313331622;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Hong Kong, SAR;294,368178;7,64419552599251;481,459938;13,2521494570403;187,09176;15,2987970269344;12,2291811356549;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Hungary;294,368178;7,64419552599251;397,380284;7,15906551957557;103,012106;10,4731057644416;9,83586992406282;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Iran, Islamic Republic of;294,368178;7,64419552599251;310,400698;5,11699851726421;16,03252;9,19877160632266;1,74289793095637;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Ireland;294,368178;7,64419552599251;424,814166;7,50999390570897;130,445988;10,7160502846613;12,1729540768129;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Israel;294,368178;7,64419552599251;367,918354;7,63792263454963;73,550176;10,8060902925605;6,80636326448579;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Italy;294,368178;7,64419552599251;398,67957;5,46432544271476;104,311392;9,39641302750702;11,1011927311666;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Japan;294,368178;7,64419552599251;467,404394;6,49809715975192;173,036216;10,032895491192;17,2468871176732;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Kazakhstan;294,368178;7,64419552599251;398,509548;7,56014973589373;104,14137;10,7512598921586;9,68643405931944;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Jordan;294,368178;7,64419552599251;249,12406;7,60552519717146;-45,244118;10,7832156040957;-4,19579090886536;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Korea, Republic of;294,368178;7,64419552599251;486,05628;4,44227000508076;191,688102;8,84123792450153;21,6811382791519;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Kuwait;294,368178;7,64419552599251;266,993724;10,1727827615444;-27,374454;12,7247488915569;-2,15127655824811;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Lebanon;294,368178;7,64419552599251;344,654374;8,22134679610258;50,286196;11,2260531078999;4,47941903683075;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Lithuania;294,368178;7,64419552599251;407,916106;5,67892344035692;113,547928;9,52280928513425;11,9237847362181;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Boy;10;BSMMAT0;IDCNTRY;Qatar;Malaysia;294,368178;7,64419552599251;348,529888;5,85090860120663;54,16171;9,62636258922744;5,62639413360667;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
