"";"IDCNTRY";"dvar";"refpctile";"comppctile";"groupvar";"refgroup";"compgroup";"gap";"gap_se";"cgap";"cgap_se";"gapdiff";"gapdiff_se";"gapdiff_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"68";"Bahrain";"BSMMAT0";10;50;"BSBG01";"Girl";"Boy";112,209086;4,1825399349864;118,992914;4,90251680305187;6,78382799999999;5,79618671183166;1,17039500921395;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"69";"Bahrain";"BSMMAT0";10;50;"BSBG01";"Boy";"Girl";118,992914;4,90251680305187;112,209086;4,1825399349864;-6,78382799999999;5,79618671183166;-1,17039500921395;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"70";"Bahrain";"BSMMAT0";10;50;"BSBG01";"Boy";"Boy";118,992914;4,90251680305187;118,992914;4,90251680305187;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"71";"Bahrain";"BSMMAT0";10;90;"BSBG01";"Girl";"Girl";235,870094;6,04050302303837;235,870094;6,04050302303837;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"72";"Bahrain";"BSMMAT0";10;90;"BSBG01";"Girl";"Boy";235,870094;6,04050302303837;267,91125;8,01656139186183;32,0411559999999;8,63951535412867;3,70867516135475;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"73";"Bahrain";"BSMMAT0";10;90;"BSBG01";"Boy";"Girl";267,91125;8,01656139186183;235,870094;6,04050302303837;-32,0411559999999;8,63951535412867;-3,70867516135475;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"74";"Bahrain";"BSMMAT0";10;90;"BSBG01";"Boy";"Boy";267,91125;8,01656139186183;267,91125;8,01656139186183;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"75";"Bahrain";"BSMMAT0";50;90;"BSBG01";"Girl";"Girl";123,661008;5,40207253339533;123,661008;5,40207253339533;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"76";"Bahrain";"BSMMAT0";50;90;"BSBG01";"Girl";"Boy";123,661008;5,40207253339533;148,918336;7,58887453073613;25,257328;7,51656087204006;3,36022396811175;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"77";"Bahrain";"BSMMAT0";50;90;"BSBG01";"Boy";"Girl";148,918336;7,58887453073613;123,661008;5,40207253339533;-25,257328;7,51656087204006;-3,36022396811175;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"78";"Bahrain";"BSMMAT0";50;90;"BSBG01";"Boy";"Boy";148,918336;7,58887453073613;148,918336;7,58887453073613;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"79";"Brazil";"BSMMAT0";10;50;"BSBG01";"Girl";"Girl";100,629546;3,35268304437591;100,629546;3,35268304437591;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"80";"Brazil";"BSMMAT0";10;50;"BSBG01";"Girl";"Boy";100,629546;3,35268304437591;104,558516;3,28789479255129;3,92897000000002;4,67396184674197;0,840608059892217;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"81";"Brazil";"BSMMAT0";10;50;"BSBG01";"Girl";"<Other>";100,629546;3,35268304437591;101,94435;19,4539537860544;1,31480400000002;19,1705686054479;0,0685845071713924;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"82";"Brazil";"BSMMAT0";10;50;"BSBG01";"Boy";"Girl";104,558516;3,28789479255129;100,629546;3,35268304437591;-3,92897000000002;4,67396184674197;-0,840608059892217;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"83";"Brazil";"BSMMAT0";10;50;"BSBG01";"Boy";"Boy";104,558516;3,28789479255129;104,558516;3,28789479255129;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"84";"Brazil";"BSMMAT0";10;50;"BSBG01";"Boy";"<Other>";104,558516;3,28789479255129;101,94435;19,4539537860544;-2,614166;19,3447591979013;-0,135135618554694;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
