S_SEX;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnx;mnx_se;cmnx;cmnx_se;mnxdiff;mnxdiff_se;mnxdiff_t;weight;method;jk2type;date;time;reps;infile;selcrit
Boy;S_HISCED;IDCNTRY;Portugal;Denmark;51,4143780841188;1,01166858133855;50,0583220035144;,938507742644435;-1,35605608060442;1,37995293451303;-,982682848587846;2,36263908758706;,051395346441216;2,92969198044394;,0410860866861539;,567052892856876;,0657993020859246;8,61791652617204;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Finland;51,4143780841188;1,01166858133855;50,1814578303344;,83762360737052;-1,23292025378435;1,31342553123196;-,938705868331873;2,36263908758706;,051395346441216;3,28204142263531;,0305710995556675;,919402335048243;,0598002823058148;15,374548406753;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;France;51,4143780841188;1,01166858133855;50,0273947909281;,694410151289275;-1,38698329319074;1,2270610321745;-1,13032950833166;2,36263908758706;,051395346441216;2,79625242994161;,030979747275773;,43361334235455;,0600102189388056;7,22565839655943;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Germany;51,4143780841188;1,01166858133855;50,9592572899568;1,02274339808776;-,455120794162013;1,43856782141116;-,316370759437371;2,36263908758706;,051395346441216;2,24245783712008;,046631434490857;-,120181250466985;,0693972068493228;-1,73178800593409;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Italy;51,4143780841188;1,01166858133855;52,2967850632455;,663377580808835;,882406979126692;1,20976986786221;,729400692287038;2,36263908758706;,051395346441216;2,63774393536469;,0377251713309468;,275104847777629;,0637547660003697;4,31504756485239;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Kazakhstan;51,4143780841188;1,01166858133855;51,6264179277943;,675688311911232;,212039843675548;1,21656401940918;,17429402833936;2,36263908758706;,051395346441216;2,92054006672829;,0353076792519436;,557900979141222;,062354742000675;8,9472101277427;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Korea, Republic of;51,4143780841188;1,01166858133855;52,8533798813279;,894623957772262;1,43900179720912;1,35049077904578;1,06553989078391;2,36263908758706;,051395346441216;3,52494785227606;,0344462429377208;1,162308764689;,0618710375566556;18,7859911614487;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Luxembourg;51,4143780841188;1,01166858133855;52,15982393194;,716578984912026;,745445847821216;1,23974140855467;,60129140051092;2,36263908758706;,051395346441216;2,75566953613543;,0259057673998659;,393030448548369;,0575551076828857;6,82876749556042;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Portugal;51,4143780841188;1,01166858133855;51,4143780841188;1,01166858133855;0; ; ;2,36263908758706;,051395346441216;2,36263908758706;,051395346441216;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;United States;51,4143780841188;1,01166858133855;50,4878919532549;,442155665353748;-,926486130863893;1,10407198627262;-,839153734886197;2,36263908758706;,051395346441216;3,11175198586351;,0350802491278291;,749112898276443;,0622262445812309;12,0385362047446;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Uruguay;51,4143780841188;1,01166858133855;49,2859383099661;1,01088003793917;-2,12843977415267;1,43015795266518;-1,4882550351772;2,36263908758706;,051395346441216;2,051331893099;,073547169603311;-,311307194488061;,089725513609401;-3,46955043181211;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Russian Federation (Moscow);51,4143780841188;1,01166858133855;50,8398703940305;,806981779670845;-,574507690088289;1,29409926635799;-,443944065979682;2,36263908758706;,051395346441216;3,61623995083443;,0242905520159908;1,25360086324737;,0568463943716237;22,0524252611725;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Germany, North-Rhine Westphalia;51,4143780841188;1,01166858133855;51,7438819246505;1,18705673126685;,329503840531729;1,55967208146889;,211264819346772;2,36263908758706;,051395346441216;2,3535750536094;,0503180858847393;-,00906403397766153;,0719262914581074;-,126018369554626;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Chile;50,4878919532549;,442155665353748;50,7935012390907;1,6409774354534;,305609285835772;1,69950244956329;,179822798086759;3,11175198586351;,0350802491278291;2,69136775235732;,0503674170901528;-,420384233506186;,0613799689084637;-6,84888312884465;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Denmark;50,4878919532549;,442155665353748;50,0583220035144;,938507742644435;-,429569949740525;1,03744803022029;-,414064066080794;3,11175198586351;,0350802491278291;2,92969198044394;,0410860866861539;-,182060005419567;,0540249053497802;-3,36992733704637;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Finland;50,4878919532549;,442155665353748;50,1814578303344;,83762360737052;-,306434122920457;,947161517392265;-,323528899024672;3,11175198586351;,0350802491278291;3,28204142263531;,0305710995556675;,1702894367718;,0465318816180164;3,65962928750053;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;France;50,4878919532549;,442155665353748;50,0273947909281;,694410151289275;-,460497162326845;,82322967063755;-,559378723522214;3,11175198586351;,0350802491278291;2,79625242994161;,030979747275773;-,315499555921892;,0468013741266357;-6,74124556830768;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Germany;50,4878919532549;,442155665353748;50,9592572899568;1,02274339808776;,471365336701879;1,11422874255537;,423041803445899;3,11175198586351;,0350802491278291;2,24245783712008;,046631434490857;-,869294148743427;,0583533594709477;-14,8970711647925;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Italy;50,4878919532549;,442155665353748;52,2967850632455;,663377580808835;1,80889310999058;,797227349709101;2,26898024842052;3,11175198586351;,0350802491278291;2,63774393536469;,0377251713309468;-,474008050498814;,0515151669978837;-9,20132997954344;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Kazakhstan;50,4878919532549;,442155665353748;51,6264179277943;,675688311911232;1,13852597453944;,807500047837686;1,40993920382813;3,11175198586351;,0350802491278291;2,92054006672829;,0353076792519436;-,19121191913522;,0497720412784998;-3,84175360751818;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Korea, Republic of;50,4878919532549;,442155665353748;52,8533798813279;,894623957772262;2,36548792807301;,997924675626634;2,37040729210111;3,11175198586351;,0350802491278291;3,52494785227606;,0344462429377208;,413195866412552;,0491646980199719;8,40432023491127;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Luxembourg;50,4878919532549;,442155665353748;52,15982393194;,716578984912026;1,67193197868511;,842013701801796;1,98563512102879;3,11175198586351;,0350802491278291;2,75566953613543;,0259057673998659;-,356082449728074;,0436088599191324;-8,1653693856796;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Portugal;50,4878919532549;,442155665353748;51,4143780841188;1,01166858133855;,926486130863893;1,10407198627262;,839153734886197;3,11175198586351;,0350802491278291;2,36263908758706;,051395346441216;-,749112898276443;,0622262445812309;-12,0385362047446;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;United States;50,4878919532549;,442155665353748;50,4878919532549;,442155665353748;0; ; ;3,11175198586351;,0350802491278291;3,11175198586351;,0350802491278291;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Uruguay;50,4878919532549;,442155665353748;49,2859383099661;1,01088003793917;-1,20195364328877;1,1033494838483;-1,08936802063527;3,11175198586351;,0350802491278291;2,051331893099;,073547169603311;-1,0604200927645;,0814850295178737;-13,0136799242602;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Russian Federation (Moscow);50,4878919532549;,442155665353748;50,8398703940305;,806981779670845;,351978440775603;,920174562311488;,382512683127677;3,11175198586351;,0350802491278291;3,61623995083443;,0242905520159908;,504487964970925;,0426691316540671;11,8232536124939;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;United States;Germany, North-Rhine Westphalia;50,4878919532549;,442155665353748;51,7438819246505;1,18705673126685;1,25598997139562;1,26673016686678;,991521323363027;3,11175198586351;,0350802491278291;2,3535750536094;,0503180858847393;-,758176932254104;,061339494992823;-12,3603386748263;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Chile;49,2859383099661;1,01088003793917;50,7935012390907;1,6409774354534;1,50756292912455;1,92735191253987;,782193910367865;2,051331893099;,073547169603311;2,69136775235732;,0503674170901528;,640035859258317;,08914069138722;7,18006388887038;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Denmark;49,2859383099661;1,01088003793917;50,0583220035144;,938507742644435;,77238369354825;1,37937494326505;,559951953107094;2,051331893099;,073547169603311;2,92969198044394;,0410860866861539;,878360087344936;,0842451937848109;10,426233804964;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Finland;49,2859383099661;1,01088003793917;50,1814578303344;,83762360737052;,895519520368318;1,31281825045522;,682135185169613;2,051331893099;,073547169603311;3,28204142263531;,0305710995556675;1,2307095295363;,0796478391715728;15,4518884923567;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;France;49,2859383099661;1,01088003793917;50,0273947909281;,694410151289275;,741456480961929;1,22641098711545;,604574232252969;2,051331893099;,073547169603311;2,79625242994161;,030979747275773;,744920536842611;,0798055818720029;9,33419090957021;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Germany;49,2859383099661;1,01088003793917;50,9592572899568;1,02274339808776;1,67331897999065;1,43801338986673;1,16363240549918;2,051331893099;,073547169603311;2,24245783712008;,046631434490857;,191125944021076;,0870843088009159;2,19472309825655;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Italy;49,2859383099661;1,01088003793917;52,2967850632455;,663377580808835;3,01084675327936;1,20911052671941;2,49013360378929;2,051331893099;,073547169603311;2,63774393536469;,0377251713309468;,58641204226569;,0826581799255674;7,09442238860989;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Kazakhstan;49,2859383099661;1,01088003793917;51,6264179277943;,675688311911232;2,34047961782822;1,21590836248352;1,92488158651014;2,051331893099;,073547169603311;2,92054006672829;,0353076792519436;,869208173629283;,0815831990719677;10,6542545955145;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Korea, Republic of;49,2859383099661;1,01088003793917;52,8533798813279;,894623957772262;3,56744157136178;1,34990017294762;2,64274473242861;2,051331893099;,073547169603311;3,52494785227606;,0344462429377208;1,47361595917706;,0812140985862841;18,1448293440263;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Luxembourg;49,2859383099661;1,01088003793917;52,15982393194;,716578984912026;2,87388562197388;1,23909801578465;2,31933679609197;2,051331893099;,073547169603311;2,75566953613543;,0259057673998659;,70433764303643;,0779762460062944;9,0327205926222;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Portugal;49,2859383099661;1,01088003793917;51,4143780841188;1,01166858133855;2,12843977415267;1,43015795266518;1,4882550351772;2,051331893099;,073547169603311;2,36263908758706;,051395346441216;,311307194488061;,089725513609401;3,46955043181211;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;United States;49,2859383099661;1,01088003793917;50,4878919532549;,442155665353748;1,20195364328877;1,1033494838483;1,08936802063527;2,051331893099;,073547169603311;3,11175198586351;,0350802491278291;1,0604200927645;,0814850295178737;13,0136799242602;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Uruguay;49,2859383099661;1,01088003793917;49,2859383099661;1,01088003793917;0; ; ;2,051331893099;,073547169603311;2,051331893099;,073547169603311;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Russian Federation (Moscow);49,2859383099661;1,01088003793917;50,8398703940305;,806981779670845;1,55393208406438;1,29348291207291;1,20135493833009;2,051331893099;,073547169603311;3,61623995083443;,0242905520159908;1,56490805773543;,077454612993028;20,2041943954493;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Uruguay;Germany, North-Rhine Westphalia;49,2859383099661;1,01088003793917;51,7438819246505;1,18705673126685;2,4579436146844;1,55916071472758;1,57645301825979;2,051331893099;,073547169603311;2,3535750536094;,0503180858847393;,302243160510399;,0891128269317172;3,39169085884789;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Chile;50,8398703940305;,806981779670845;50,7935012390907;1,6409774354534;-,046369154939832;1,8286679677809;-,0253567928988777;3,61623995083443;,0242905520159908;2,69136775235732;,0503674170901528;-,924872198477111;,0559187591204863;-16,5395694222098;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Denmark;50,8398703940305;,806981779670845;50,0583220035144;,938507742644435;-,781548390516129;1,23774649089556;-,631428484156433;3,61623995083443;,0242905520159908;2,92969198044394;,0410860866861539;-,686547970390492;,0477294189826747;-14,3841677737519;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Finland;50,8398703940305;,806981779670845;50,1814578303344;,83762360737052;-,658412563696061;1,16311345119259;-,566077679714704;3,61623995083443;,0242905520159908;3,28204142263531;,0305710995556675;-,334198528199124;,0390464216706741;-8,55900525322976;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);France;50,8398703940305;,806981779670845;50,0273947909281;,694410151289275;-,812475603102449;1,06462437081551;-,76315705837176;3,61623995083443;,0242905520159908;2,79625242994161;,030979747275773;-,819987520892817;,0393671901272154;-20,8292112859216;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Germany;50,8398703940305;,806981779670845;50,9592572899568;1,02274339808776;,119386895926276;1,30277536477047;,0916404310019405;3,61623995083443;,0242905520159908;2,24245783712008;,046631434490857;-1,37378211371435;,0525787181273626;-26,1281020656801;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Italy;50,8398703940305;,806981779670845;52,2967850632455;,663377580808835;1,45691466921498;1,04464798254747;1,39464651591262;3,61623995083443;,0242905520159908;2,63774393536469;,0377251713309468;-,978496015469738;,0448689142858488;-21,8078826074547;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Kazakhstan;50,8398703940305;,806981779670845;51,6264179277943;,675688311911232;,786547533763837;1,05250856888397;,747307487099946;3,61623995083443;,0242905520159908;2,92054006672829;,0353076792519436;-,695699884106145;,0428563079534353;-16,2333135383954;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Korea, Republic of;50,8398703940305;,806981779670845;52,8533798813279;,894623957772262;2,01350948729741;1,20481186022583;1,67122316252762;3,61623995083443;,0242905520159908;3,52494785227606;,0344462429377208;-,0912920985583723;,0421494314287397;-2,1659153033349;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Luxembourg;50,8398703940305;,806981779670845;52,15982393194;,716578984912026;1,31995353790951;1,07921500839187;1,22306818163727;3,61623995083443;,0242905520159908;2,75566953613543;,0259057673998659;-,860570414698998;,0355125288006572;-24,232867772657;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Portugal;50,8398703940305;,806981779670845;51,4143780841188;1,01166858133855;,574507690088289;1,29409926635799;,443944065979682;3,61623995083443;,0242905520159908;2,36263908758706;,051395346441216;-1,25360086324737;,0568463943716237;-22,0524252611725;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);United States;50,8398703940305;,806981779670845;50,4878919532549;,442155665353748;-,351978440775603;,920174562311488;-,382512683127677;3,61623995083443;,0242905520159908;3,11175198586351;,0350802491278291;-,504487964970925;,0426691316540671;-11,8232536124939;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Uruguay;50,8398703940305;,806981779670845;49,2859383099661;1,01088003793917;-1,55393208406438;1,29348291207291;-1,20135493833009;3,61623995083443;,0242905520159908;2,051331893099;,073547169603311;-1,56490805773543;,077454612993028;-20,2041943954493;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Russian Federation (Moscow);50,8398703940305;,806981779670845;50,8398703940305;,806981779670845;0; ; ;3,61623995083443;,0242905520159908;3,61623995083443;,0242905520159908;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Russian Federation (Moscow);Germany, North-Rhine Westphalia;50,8398703940305;,806981779670845;51,7438819246505;1,18705673126685;,904011530620018;1,43538262354212;,629805262926461;3,61623995083443;,0242905520159908;2,3535750536094;,0503180858847393;-1,26266489722503;,0558743293860924;-22,5983007062151;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Chile;51,7438819246505;1,18705673126685;50,7935012390907;1,6409774354534;-,95038068555985;2,02531741386706;-,46925024149436;2,3535750536094;,0503180858847393;2,69136775235732;,0503674170901528;,337792698747918;,0711954104661067;4,7445853115592;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Denmark;51,7438819246505;1,18705673126685;50,0583220035144;,938507742644435;-1,68555992113615;1,51324170780794;-1,11387355532106;2,3535750536094;,0503180858847393;2,92969198044394;,0410860866861539;,576116926834537;,0649613445541743;8,86861149177857;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Finland;51,7438819246505;1,18705673126685;50,1814578303344;,83762360737052;-1,56242409431608;1,4528306821066;-1,07543440096582;2,3535750536094;,0503180858847393;3,28204142263531;,0305710995556675;,928466369025905;,0588770065063309;15,7695919701024;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;France;51,7438819246505;1,18705673126685;50,0273947909281;,694410151289275;-1,71648713372247;1,37524875621086;-1,24812847564523;2,3535750536094;,0503180858847393;2,79625242994161;,030979747275773;,442677376332212;,0590902234584941;7,49155021630872;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Germany;51,7438819246505;1,18705673126685;50,9592572899568;1,02274339808776;-,784624634693742;1,56687834294116;-,500756576430138;2,3535750536094;,0503180858847393;2,24245783712008;,046631434490857;-,111117216489323;,0686032102002456;-1,61970870116695;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Italy;51,7438819246505;1,18705673126685;52,2967850632455;,663377580808835;,552903138594964;1,35984318874116;,406593306620009;2,3535750536094;,0503180858847393;2,63774393536469;,0377251713309468;,284168881755291;,0628895724190687;4,51853734768164;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Kazakhstan;51,7438819246505;1,18705673126685;51,6264179277943;,675688311911232;-,117463996856181;1,3658910564534;-,0859980715893853;2,3535750536094;,0503180858847393;2,92054006672829;,0353076792519436;,566965013118884;,0614698461138641;9,22346563335562;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Korea, Republic of;51,7438819246505;1,18705673126685;52,8533798813279;,894623957772262;1,10949795667739;1,48642379860726;,746421012444067;2,3535750536094;,0503180858847393;3,52494785227606;,0344462429377208;1,17137279866666;,0609791228178011;19,2094071632777;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany, North-Rhine Westphalia;Luxembourg;51,7438819246505;1,18705673126685;52,15982393194;,716578984912026;,415942007289487;1,3865746012615;,299978094875722;2,3535750536094;,0503180858847393;2,75566953613543;,0259057673998659;,402094482526031;,0565952166855111;7,10474322875012;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
