"";"IDCNTRY";"SGENDER";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"198";"Spain";"GIRL";"PVCIV";"Percentile";50;90;516,87862355113;4,81861821779747;618,033760620084;5,85832858764315;101,155137068955;6,8984099927979;14,6635437984351;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"199";"Sweden";"BOY";"PVCIV";"Percentile";10;50;394,693312455434;9,60505859480016;524,659787941049;6,51256648790923;129,966475485615;10,7727053623497;12,06442310581;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"200";"Sweden";"BOY";"PVCIV";"Percentile";10;90;394,693312455434;9,60505859480016;662,197126076385;7,84343734252194;267,50381362095;10,4813847248565;25,5218008539051;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"201";"Sweden";"BOY";"PVCIV";"Percentile";50;90;524,659787941049;6,51256648790923;662,197126076385;7,84343734252194;137,537338135335;9,07227180298126;15,1601871198501;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"202";"Sweden";"GIRL";"PVCIV";"Percentile";10;50;427,079780456652;7,66664505403512;549,475393292685;4,65522746601033;122,395612836032;7,62325678795908;16,055554238886;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"203";"Sweden";"GIRL";"PVCIV";"Percentile";10;90;427,079780456652;7,66664505403512;669,978290466304;8,43569537935681;242,898510009652;11,7562246756492;20,6612681120981;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"204";"Sweden";"GIRL";"PVCIV";"Percentile";50;90;549,475393292685;4,65522746601033;669,978290466304;8,43569537935681;120,502897173619;8,56576310852052;14,0679698524178;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"205";"Switzerland";"BOY";"PVCIV";"Percentile";10;50;411,307149936545;7,44717629290305;530,758538408824;6,20657408938111;119,451388472279;8,08773575721474;14,7694474767825;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"206";"Switzerland";"BOY";"PVCIV";"Percentile";10;90;411,307149936545;7,44717629290305;642,84936597172;10,2185873117111;231,542216035175;11,7204312636996;19,7554348321895;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"207";"Switzerland";"BOY";"PVCIV";"Percentile";50;90;530,758538408824;6,20657408938111;642,84936597172;10,2185873117111;112,090827562896;9,29619331282591;12,0577126347238;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"208";"Switzerland";"GIRL";"PVCIV";"Percentile";10;50;434,019737885499;7,31837969726265;537,488194097403;4,12105564540923;103,468456211904;7,9914661301877;12,9473684210526;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"209";"Switzerland";"GIRL";"PVCIV";"Percentile";10;90;434,019737885499;7,31837969726265;634,857899841547;5,02528758817634;200,838161956048;8,4514092001881;23,7638667349793;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"210";"Switzerland";"GIRL";"PVCIV";"Percentile";50;90;537,488194097403;4,12105564540923;634,857899841547;5,02528758817634;97,3697057441442;5,90719582618276;16,4832364812704;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"211";"Thailand";"BOY";"PVCIV";"Percentile";10;50;333,705807777617;5,50813941947877;421,82223694995;6,07331618759181;88,1164291723325;6,75261826557244;13,0492241241572;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"212";"Thailand";"BOY";"PVCIV";"Percentile";10;90;333,705807777617;5,50813941947877;527,604012304803;9,57046228134904;193,898204527185;10,1708670507459;19,0640781714835;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"213";"Thailand";"BOY";"PVCIV";"Percentile";50;90;421,82223694995;6,07331618759181;527,604012304803;9,57046228134904;105,781775354853;8,155804082218;12,9701221717044;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"214";"Thailand";"GIRL";"PVCIV";"Percentile";10;50;379,551587156062;7,15953117539105;476,290387679349;6,58012603974756;96,7388005232863;7,59710488660044;12,7336402441819;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"215";"Thailand";"GIRL";"PVCIV";"Percentile";10;90;379,551587156062;7,15953117539105;566,720135994669;7,29719765660674;187,168548838606;9,09418259464845;20,5811294077982;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"216";"Thailand";"GIRL";"PVCIV";"Percentile";50;90;476,290387679349;6,58012603974756;566,720135994669;7,29719765660674;90,4297483153199;6,63367830464732;13,6319164364615;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"217";"England";"BOY";"PVCIV";"Percentile";10;50;363,148051415151;11,4435842209921;512,251985265232;7,72411696077683;149,103933850081;11,1301090879368;13,3964485587733;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"218";"England";"BOY";"PVCIV";"Percentile";10;90;363,148051415151;11,4435842209921;646,214193816009;10,661281932144;283,066142400858;14,7376362638155;19,2070246092214;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"219";"England";"BOY";"PVCIV";"Percentile";50;90;512,251985265232;7,72411696077683;646,214193816009;10,661281932144;133,962208550778;10,2790017833417;13,0326087468804;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"220";"England";"GIRL";"PVCIV";"Percentile";10;50;397,427235078989;8,83267309133237;529,076124486679;9,2245544852115;131,648889407691;9,68530275082469;13,5926457638591;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"221";"England";"GIRL";"PVCIV";"Percentile";10;90;397,427235078989;8,83267309133237;659,883806933435;10,238045128085;262,456571854447;11,7543435290974;22,328475529471;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"222";"England";"GIRL";"PVCIV";"Percentile";50;90;529,076124486679;9,2245544852115;659,883806933435;10,238045128085;130,807682446756;9,65786557750712;13,5441606012206;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"223";"Belgium (Flemish)";"BOY";"PVCIV";"Percentile";10;50;397,637536819188;8,19637374419572;514,144700927644;8,06034747755537;116,507164108457;9,47758805793628;12,2929128588678;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"224";"Belgium (Flemish)";"BOY";"PVCIV";"Percentile";10;90;397,637536819188;8,19637374419572;617,192553659012;7,8659598220272;219,555016839824;9,54732842512484;22,9964872960734;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"225";"Belgium (Flemish)";"BOY";"PVCIV";"Percentile";50;90;514,144700927644;8,06034747755537;617,192553659012;7,8659598220272;103,047852731367;8,74713678814036;11,7807524024413;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"226";"Belgium (Flemish)";"GIRL";"PVCIV";"Percentile";10;50;410,676244715741;10,4729422064804;522,767072278636;7,1903515123389;112,090827562896;9,70355110010727;11,5515264882417;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"227";"Belgium (Flemish)";"GIRL";"PVCIV";"Percentile";10;90;410,676244715741;10,4729422064804;612,355613632846;8,34874070795284;201,679368917105;11,8050292670242;17,0841905051832;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"228";"Belgium (Flemish)";"GIRL";"PVCIV";"Percentile";50;90;522,767072278636;7,1903515123389;612,355613632846;8,34874070795284;89,5885413542093;7,70117966600427;11,6330932713705;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
