IDCNTRY;EqVar;TOTWGTS;mean;stdev;var;TOTWGTS.se;mean.se;stdev.se;var.se;NObs;xvar;dvar;weight;method;jk2type;shortcut;missoptn;date;time;reps;npv;infile;selcrit
Switzerland;HISCED_D2;79038,3390038027;,0363218906725543;,187091030763725;,0350030537922331;3660,0834914318;,00442967919743094;,0109914815034363;,00410852296380409;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED_D3;79038,3390038027;,151137034054707;,358184664952759;,12829625420732;3660,0834914318;,0106586468865331;,0103425503964779;,00742229976100568;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED_D4;79038,3390038027;,42573792014083;,49445751767125;,244488236781615;3660,0834914318;,0152735041966117;,00233410682358911;,00230725657716248;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED_D5;79038,3390038027;,148728561300318;,355822959116481;,126609978234409;3660,0834914318;,0105390784790858;,0104395446906113;,0074166047322424;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;SGENDER_D2;79038,3390038027;,501687838474648;,500000314227097;,250000314227196;3660,0834914318;,0132343905939066;5,42350309873708E-005;5,42340757706179E-005;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;OPDISC;851488,249868065;51,309573088909;8,16835293214941;66,7219896241538;18745,4125159717;,216270232791053;,145697404434947;2,38039762291548;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;PV_CIV;851488,249868065;452,629476090646;76,6412677441294;5874,11378791927;18745,4125159717;3,67538417416897;2,01131935731073;307,907329756859;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;SAGE;851488,249868065;14,3523219927264;,497195170255913;,247203037325807;18745,4125159717;,0170089190126971;,019964228363817;,019669842258389;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED_D1;851488,249868065;,0388833436190749;,193317027438529;,0373714730976689;18745,4125159717;,00603651333708967;,014303619635314;,00556097276767594;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED_D2;851488,249868065;,379650440043158;,485300175161582;,235516260011862;18745,4125159717;,0116955478686843;,00291232707429611;,00282598752700361;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED_D3;851488,249868065;,16201551097843;,368465255658009;,135766644627122;18745,4125159717;,00706020419506304;,00648290921725954;,00477511909953528;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED_D4;851488,249868065;,164748397481148;,370953534308027;,137606524615616;18745,4125159717;,0076809995447215;,00693855148508618;,00514871916100806;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;HISCED_D5;851488,249868065;,114641340019916;,31858879826514;,101498822380026;18745,4125159717;,00556806635445589;,00672596357994363;,00428902573929859;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Thailand;SGENDER_D2;851488,249868065;,528816602299735;,499169205841661;,249169896060595;18745,4125159717;,0169199820732759;,000984356723692317;,000982640609700751;5137; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;OPDISC; ;50,1342103889808;9,47614846958331;90,423888976915; ;,0488713435983029;,0354376805359654;,679383495619213; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;PV_CIV; ;504,364368620539;88,4361883224211;7907,54922705311; ;,62716844142343;,338923000981843;61,6417770063168; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;SAGE; ;14,4086013711511;,538623603174282;,330462497129298; ;,00338205408165789;,0027882272279732;,0037401823668261; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;HISCED_D1; ;,0197875204754775;,10048800674309;,0180759036238327; ;,000592374886213593;,00192499153188184;,000490219935664726; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;HISCED_D2; ;,0533129237006732;,162412317664924;,0430287138990853; ;,000904141887492611;,00186601724923516;,000636328204699877; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;HISCED_D3; ;,118619080158457;,287708179007799;,0947617182093566; ;,00138316232982079;,00160282033247631;,000891306113070156; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;HISCED_D4; ;,335871163036294;,446612581181208;,202959261119961; ;,00205760447454446;,000928113202825383;,000743522433553825; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;HISCED_D5; ;,187638521621324;,358470744370393;,13666075955794; ;,00146492525462592;,00120806475641916;,000795858138929223; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Table Average;SGENDER_D2; ;,505633494465306;,499570231730306;,249571118761373; ;,00242494661083536;,000123576369455333;,000122880402554552; ; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
