"";"IDCNTRY";"ASBG01";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"326";"Canada (Ontario)";"Girl";"ASRREA0";"Percentile";10;90;447,99236;7,45749387483358;641,45363;6,64717235357486;193,46127;9,09571793789862;21,2694887111567;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"327";"Canada (Ontario)";"Girl";"ASRREA0";"Percentile";50;90;557,078134;4,03728645251933;641,45363;6,64717235357486;84,375496;6,02699348772554;13,9995996630555;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"328";"Canada (Ontario)";"Boy";"ASRREA0";"Percentile";10;50;435,091226;6,47402497150235;541,76681;6,2406244147689;106,675584;6,77927431429248;15,7355461741827;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"329";"Canada (Ontario)";"Boy";"ASRREA0";"Percentile";10;90;435,091226;6,47402497150235;631,248188;6,12689997018176;196,156962;7,39430263754017;26,5281219359524;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"330";"Canada (Ontario)";"Boy";"ASRREA0";"Percentile";50;90;541,76681;6,2406244147689;631,248188;6,12689997018176;89,481378;6,75658294733836;13,2435846192416;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"331";"Canada (Quebec)";"Girl";"ASRREA0";"Percentile";10;50;468,051524;7,1910253512184;554,621252;3,75795005175621;86,569728;6,37992551001372;13,5690813104515;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"332";"Canada (Quebec)";"Girl";"ASRREA0";"Percentile";10;90;468,051524;7,1910253512184;636,280804;5,04047053422654;168,22928;9,35448937151141;17,9838015009492;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"333";"Canada (Quebec)";"Girl";"ASRREA0";"Percentile";50;90;554,621252;3,75795005175621;636,280804;5,04047053422654;81,659552;5,82988026264392;14,0070718987574;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"334";"Canada (Quebec)";"Boy";"ASRREA0";"Percentile";10;50;457,502536;5,31971408635521;545,39601;3,89643361278752;87,893474;4,93719748856445;17,8023006378779;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"335";"Canada (Quebec)";"Boy";"ASRREA0";"Percentile";10;90;457,502536;5,31971408635521;621,627648;4,35243298318244;164,125112;6,95514501701043;23,597654915691;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"336";"Canada (Quebec)";"Boy";"ASRREA0";"Percentile";50;90;545,39601;3,89643361278752;621,627648;4,35243298318244;76,231638;5,00094379244106;15,243450269372;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"337";"Argentina, Buenos Aires";"Girl";"ASRREA0";"Percentile";10;50;373,845172;6,50267140237258;491,463276;4,52187728092722;117,618104;5,90769560285531;19,9093033742552;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"338";"Argentina, Buenos Aires";"Girl";"ASRREA0";"Percentile";10;90;373,845172;6,50267140237258;587,20993;4,59418858209476;213,364758;7,20074877571242;29,6309126517041;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"339";"Argentina, Buenos Aires";"Girl";"ASRREA0";"Percentile";50;90;491,463276;4,52187728092722;587,20993;4,59418858209476;95,746654;4,65418508880943;20,5721629400202;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"340";"Argentina, Buenos Aires";"Boy";"ASRREA0";"Percentile";10;50;361,833634;6,98819762279348;480,942322;4,666908574031;119,108688;6,77478944167305;17,5811645550693;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"341";"Argentina, Buenos Aires";"Boy";"ASRREA0";"Percentile";10;90;361,833634;6,98819762279348;577,810858;5,11504056458248;215,977224;7,78888798936001;27,7288907344714;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"342";"Argentina, Buenos Aires";"Boy";"ASRREA0";"Percentile";50;90;480,942322;4,666908574031;577,810858;5,11504056458248;96,868536;5,23700752193044;18,4969251226687;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"343";"Spain (Andalucia)";"Girl";"ASRREA0";"Percentile";10;50;441,214042;5,72632361090556;529,527992;3,33749528889471;88,31395;5,21502361489189;16,9345254253141;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"344";"Spain (Andalucia)";"Girl";"ASRREA0";"Percentile";10;90;441,214042;5,72632361090556;605,322104;3,05780872787948;164,108062;5,78699847244623;28,3580620906281;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"345";"Spain (Andalucia)";"Girl";"ASRREA0";"Percentile";50;90;529,527992;3,33749528889471;605,322104;3,05780872787948;75,794112;3,48198031539735;21,767530294424;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"346";"Spain (Andalucia)";"Boy";"ASRREA0";"Percentile";10;50;435,364764;3,86635209316688;528,317424;3,40433763122374;92,95266;4,54330215752272;20,4592731843931;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"347";"Spain (Andalucia)";"Boy";"ASRREA0";"Percentile";10;90;435,364764;3,86635209316688;601,514914;3,15902831337511;166,15015;4,46657930913019;37,1985222920749;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"348";"Spain (Andalucia)";"Boy";"ASRREA0";"Percentile";50;90;528,317424;3,40433763122374;601,514914;3,15902831337511;73,19749;4,022530553388;18,1968760780074;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"349";"Denmark (Grade 3)";"Girl";"ASRREA0";"Percentile";10;50;400,343154;7,0303989134249;516,26732;5,15457041003715;115,924166;7,27243302656381;15,9402177478386;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"350";"Denmark (Grade 3)";"Girl";"ASRREA0";"Percentile";10;90;400,343154;7,0303989134249;612,00595;4,65938379673742;211,662796;8,63826317905084;24,5029343992802;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"351";"Denmark (Grade 3)";"Girl";"ASRREA0";"Percentile";50;90;516,26732;5,15457041003715;612,00595;4,65938379673742;95,73863;6,18466474984946;15,4800031808241;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"352";"Denmark (Grade 3)";"Boy";"ASRREA0";"Percentile";10;50;378,911172;9,7769845728703;498,487426;3,38349625620395;119,576254;9,33463123936915;12,8099601295103;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"353";"Denmark (Grade 3)";"Boy";"ASRREA0";"Percentile";10;90;378,911172;9,7769845728703;592,567316;4,85212919196369;213,656144;9,78021205153579;21,8457578296014;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"354";"Denmark (Grade 3)";"Boy";"ASRREA0";"Percentile";50;90;498,487426;3,38349625620395;592,567316;4,85212919196369;94,07989;5,0575319927807;18,6019367023863;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"355";"Russian Federation, Moscow";"Girl";"ASRREA0";"Percentile";10;50;541,69671;3,64619222331598;622,83479;2,51191702527174;81,13808;3,70827629216056;21,880268245257;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"356";"Russian Federation, Moscow";"Girl";"ASRREA0";"Percentile";10;90;541,69671;3,64619222331598;695,688118;3,33084143012607;153,991408;4,06252929148508;37,9053040485789;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"357";"Russian Federation, Moscow";"Girl";"ASRREA0";"Percentile";50;90;622,83479;2,51191702527174;695,688118;3,33084143012607;72,853328;3,05356059776355;23,8584844372691;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"358";"Russian Federation, Moscow";"Boy";"ASRREA0";"Percentile";10;50;524,73843;3,81877652498684;607,672086;3,67538329436079;82,933656;4,33621133088747;19,1258335149054;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"359";"Russian Federation, Moscow";"Boy";"ASRREA0";"Percentile";10;90;524,73843;3,81877652498684;680,397476;4,64076437246667;155,659046;5,58289369199587;27,8814275513013;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"360";"Russian Federation, Moscow";"Boy";"ASRREA0";"Percentile";50;90;607,672086;3,67538329436079;680,397476;4,64076437246667;72,72539;4,68046888065395;15,5380565183544;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"361";"South Africa (Gauteng)";"Girl";"ASRREA0";"Percentile";10;50;380,152342;25,4171744819802;498,364564;25,7270965272626;118,212222;27,172489755641;4,35043763243886;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"362";"South Africa (Gauteng)";"Girl";"ASRREA0";"Percentile";10;90;380,152342;25,4171744819802;611,880908;34,2575797369565;231,728566;32,5541998674396;7,11823872015274;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"363";"South Africa (Gauteng)";"Girl";"ASRREA0";"Percentile";50;90;498,364564;25,7270965272626;611,880908;34,2575797369565;113,516344;26,8886759731679;4,22171564391186;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"364";"South Africa (Gauteng)";"Boy";"ASRREA0";"Percentile";10;50;374,957976;21,9889443508429;486,708326;28,8584181640645;111,75035;22,5117687036781;4,96408573981758;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"365";"South Africa (Gauteng)";"Boy";"ASRREA0";"Percentile";10;90;374,957976;21,9889443508429;619,064084;17,8783602960835;244,106108;20,8546736878963;11,705103213467;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"366";"South Africa (Gauteng)";"Boy";"ASRREA0";"Percentile";50;90;486,708326;28,8584181640645;619,064084;17,8783602960835;132,355758;20,6565740900696;6,40743994734482;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"367";"Spain, Madrid, Bilingual";"Girl";"ASRREA0";"Percentile";10;50;311,633384;10,2992415475347;417,457298;6,60084827254453;105,823914;9,90711067797142;10,6816121712762;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"368";"Spain, Madrid, Bilingual";"Girl";"ASRREA0";"Percentile";10;90;311,633384;10,2992415475347;524,827122;7,1268578712546;213,193738;11,7568862542688;18,1335205078294;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"369";"Spain, Madrid, Bilingual";"Girl";"ASRREA0";"Percentile";50;90;417,457298;6,60084827254453;524,827122;7,1268578712546;107,369824;6,41681428371481;16,7325746472815;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"370";"Spain, Madrid, Bilingual";"Boy";"ASRREA0";"Percentile";10;50;292,599456;11,2606755565662;405,26475;8,1733863015307;112,665294;9,01032773929431;12,5040173076794;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"371";"Spain, Madrid, Bilingual";"Boy";"ASRREA0";"Percentile";10;90;292,599456;11,2606755565662;529,02223;12,3133505808306;236,422774;13,626207033379;17,35059311963;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"372";"Spain, Madrid, Bilingual";"Boy";"ASRREA0";"Percentile";50;90;405,26475;8,1733863015307;529,02223;12,3133505808306;123,75748;11,0878359173453;11,1615540600127;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"373";"Spain, Madrid";"Girl";"ASRREA0";"Percentile";10;50;473,04453;3,15867648396129;555,014292;3,73953430243314;81,969762;3,96281319812633;20,684740335163;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"374";"Spain, Madrid";"Girl";"ASRREA0";"Percentile";10;90;473,04453;3,15867648396129;625,164986;3,97821579985624;152,120456;4,52878318960575;33,5896971948535;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"375";"Spain, Madrid";"Girl";"ASRREA0";"Percentile";50;90;555,014292;3,73953430243314;625,164986;3,97821579985624;70,150694;4,48351513445148;15,6463604775101;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"376";"Spain, Madrid";"Boy";"ASRREA0";"Percentile";10;50;468,116776;5,28041940510657;548,845018;2,74326394097688;80,728242;4,44332763296086;18,1684198574855;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"377";"Spain, Madrid";"Boy";"ASRREA0";"Percentile";10;90;468,116776;5,28041940510657;618,746744;3,58215942252384;150,629968;5,27566889921214;28,5518236412628;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"378";"Spain, Madrid";"Boy";"ASRREA0";"Percentile";50;90;548,845018;2,74326394097688;618,746744;3,58215942252384;69,901726;3,41068980286635;20,4948940068529;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
