"";"ASBG01";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"49";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Belgium (Flemish)";47,1612013545136;0,786131244129142;50,4610644025766;0,942158207423091;3,29986304806303;1,22705518246358;2,68925399217812;1,33606239437393;0,0171340204012751;1,97154846574617;0,0215538221803312;0,635486071372237;0,0275343767986974;23,0797332374089;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"50";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Belgium (French)";47,1612013545136;0,786131244129142;49,969263276682;1,0358192501704;2,80806192216843;1,30035527915244;2,15945747072962;1,33606239437393;0,0171340204012751;1,78741356766018;0,0239774871937423;0,451351173286253;0,0294702315436677;15,3154946413455;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"51";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Norway (4)";47,1612013545136;0,786131244129142;49,5456945035611;0,727857391697453;2,38449314904755;1,07134434970492;2,22570189473097;1,33606239437393;0,0171340204012751;1,88266734350464;0,0231941759768204;0,546604949130714;0,0288365125206747;18,9553070517394;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"52";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"South Africa (Eng/Afr)";47,1612013545136;0,786131244129142;50,5846504791791;0,814514228536928;3,42344912466555;1,13200519499035;3,02423446448471;1,33606239437393;0,0171340204012751;1,46078572835971;0,0176971656909729;0,124723333985784;0,0246325867217607;5,06334699618055;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"53";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"United Arab Emirates (Dubai)";47,1612013545136;0,786131244129142;48,2676727612981;3,0379184550175;1,10647140678447;3,13798516126701;0,35260568483304;1,33606239437393;0,0171340204012751;1,44094506454679;0,0252868320030043;0,104882670172864;0,0305450246007344;3,43370717633479;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"54";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"United Arab Emirates (Abu Dhabi)";47,1612013545136;0,786131244129142;47,4925113208425;3,42034308211927;0,331309966328909;3,50952263597162;0,0944031427331671;1,33606239437393;0,0171340204012751;1,48309631181271;0,0202668307414139;0,147033917438778;0,0265390105959591;5,5402938593787;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"55";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Canada (Ontario)";47,1612013545136;0,786131244129142;48,0312055649698;1,06597964324157;0,870004210456166;1,32450554275981;0,656852072240768;1,33606239437393;0,0171340204012751;1,74015718623448;0,0250352272140996;0,404094791860552;0,0303370607800575;13,3201695045615;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"56";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Canada (Quebec)";47,1612013545136;0,786131244129142;51,9133229850528;1,1161525886461;4,75212163053919;1,36521021609766;3,48087171814662;1,33606239437393;0,0171340204012751;1,74953977818198;0,0253014074225185;0,413477383808052;0,0305570920192283;13,5313066946249;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"57";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Argentina, Buenos Aires";47,1612013545136;0,786131244129142;49,0635024322892;1,09031476078511;1,9023010777756;1,34416837136644;1,41522529342196;1,33606239437393;0,0171340204012751;1,64535784716082;0,0303008995356443;0,309295452786889;0,0348097567900225;8,88530921524684;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"58";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Spain (Andalucia)";47,1612013545136;0,786131244129142;50,6113893122561;0,828551657661042;3,45018795774249;1,14214718071223;3,02079102939342;1,33606239437393;0,0171340204012751;1,34898142934256;0,0180787769079248;0,0129190349686328;0,0249081679293726;0,518666607888017;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
