"";"ASBGSEX";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnpv";"mnpv_se";"cmnpv";"cmnpv_se";"mnpvdiff";"mnpvdiff_se";"mnpvdiff_t";"mnpvdiff_ci";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"36";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Iran, Islamic Republic of";49,0412448713211;0,776469845918075;39,0458776776562;4,2036338037862;-9,99536719366489;4,27474473833867;-2,33823720607689;462,73492399559;3,75309128986205;393,988157197153;6,54194770315694;-68,7467667984366;7,54206695680161;-9,11510958364526;"-84 to -54";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"37";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Italy";49,0412448713211;0,776469845918075;48,2538883264973;0,825131728971922;-0,78735654482383;1,13302594488221;-0,694914841429939;462,73492399559;3,75309128986205;498,335901035308;4,11138844655263;35,6009770397181;5,56679523500594;6,39523739185642;"25 to 47";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"38";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Japan";49,0412448713211;0,776469845918075;48,8664300822209;0,593808087119376;-0,174814789100253;0,977503691015236;-0,178837983638395;462,73492399559;3,75309128986205;562,702554305728;1,82864587279661;99,9676303101376;4,17488202924759;23,9450191909145;"92 to 108";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"39";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Latvia";49,0412448713211;0,776469845918075;48,9452951678625;0,912181923492962;-0,0959497034586008;1,19790704279062;-0,080097787249901;462,73492399559;3,75309128986205;536,320430778797;2,90288743391571;73,585506783207;4,74472862069309;15,5088968549813;"64 to 83";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"40";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Lithuania";49,0412448713211;0,776469845918075;48,9203563692436;0,926943797186652;-0,120888502077456;1,20918576933524;-0,0999751280102442;462,73492399559;3,75309128986205;535,104005098196;3,49429165576724;72,369081102606;5,12793997679409;14,1127005054864;"62 to 82";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"41";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Moldova";49,0412448713211;0,776469845918075;49,5677187896529;0,832807975606001;0,526473918331838;1,13862836160575;0,462375552976194;462,73492399559;3,75309128986205;509,260751139874;5,24915852140586;46,525827144284;6,45285668621938;7,21011319585694;"34 to 59";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"42";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Morocco";49,0412448713211;0,776469845918075;48,408759295606;1,21390013164816;-0,63248557571513;1,44099234947153;-0,438923618121282;462,73492399559;3,75309128986205;343,006989993919;6,00532389832573;-119,727934001671;7,08163888897482;-16,9068115274942;"-134 to -106";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"43";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Netherlands";49,0412448713211;0,776469845918075;49,0821994887059;1,1683352001348;0,0409546173848057;1,40282306849227;0,0291944282245251;462,73492399559;3,75309128986205;537,691680438601;2,66430580984242;74,9567564430114;4,60263182086059;16,2856294747026;"66 to 84";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"44";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"New Zealand";49,0412448713211;0,776469845918075;50,2746656500526;1,13022632602181;1,23342077873151;1,37124650214788;0,899488732915279;462,73492399559;3,75309128986205;493,846219526038;2,70945972072042;31,1112955304479;4,62891631035222;6,72107539746827;"22 to 40";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"45";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Norway";49,0412448713211;0,776469845918075;49,8638373347933;0,757764910042951;0,822592463472191;1,08494842297339;0,758185777364246;462,73492399559;3,75309128986205;449,199227737719;2,6965808075459;-13,5356962578707;4,62138964832693;-2,92892339488643;"-23 to -4";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"46";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Philippines";49,0412448713211;0,776469845918075;51,2942771149605;1,02710169560524;2,25303224363941;1,2875726444497;1,74982922583163;462,73492399559;3,75309128986205;364,02791972158;9,18626998807734;-98,7070042740102;9,92336890999669;-9,94692479633342;"-118 to -79";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"47";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Russian Federation";49,0412448713211;0,776469845918075;49,7821258758706;0,714922138159489;0,740881004549529;1,0554710253013;0,701943480009822;462,73492399559;3,75309128986205;529,807281389517;5,36111921101282;67,0723573939267;6,5442565219228;10,2490416091177;"54 to 80";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"48";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Singapore";49,0412448713211;0,776469845918075;48,987582024866;1,42758888221956;-0,053662846455147;1,62508936316036;-0,0330214741857563;462,73492399559;3,75309128986205;598,725016658815;5,54814994153271;135,990092663225;6,69833277792077;20,3020807075275;"123 to 149";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"49";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Slovenia";49,0412448713211;0,776469845918075;48,3648485760719;1,12508105723363;-0,676396295249226;1,36700870771403;-0,494800282860178;462,73492399559;3,75309128986205;476,574490743578;2,96325986390371;13,839566747988;4,7819037266617;2,89415419863534;"4 to 23";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"50";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Tunisia";49,0412448713211;0,776469845918075;48,2563288433163;0,864029659950408;-0,784916028004851;1,16165944876029;-0,675685140634379;462,73492399559;3,75309128986205;342,115693062975;4,99952230816972;-120,619230932615;6,25147322956158;-19,2945289059606;"-133 to -108";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"51";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"United States";49,0412448713211;0,776469845918075;49,7592657576913;0,460883184653553;0,718020886370233;0,902950016067578;0,795194499798863;462,73492399559;3,75309128986205;514,354524277049;2,37313303274453;51,6196002814594;4,44043405774049;11,6248996404928;"43 to 60";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"52";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Yemen";49,0412448713211;0,776469845918075;37,9225053945643;1,7799805284441;-11,1187394767568;1,9419670705911;-5,72550361184676;462,73492399559;3,75309128986205;274,667567086587;8,59807398043463;-188,067356909003;9,38150150045639;-20,0466158748527;"-206 to -170";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"53";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"England";49,0412448713211;0,776469845918075;49,5535358270248;0,93696207456163;0,512290955703712;1,21688263640619;0,420986330462121;462,73492399559;3,75309128986205;530,509407451759;3,96211134849557;67,7744834561691;5,45747382659008;12,4186547860213;"57 to 78";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"54";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Scotland";49,0412448713211;0,776469845918075;51,0524782235499;0,996123564616911;2,01123335222882;1,26299943689819;1,59242616700466;462,73492399559;3,75309128986205;485,502948141294;3,1725886782394;22,7680241457042;4,91436803173421;4,63295056428031;"13 to 32";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"55";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Belgium (Flemish)";49,0412448713211;0,776469845918075;50,0566906734434;0,961720842991596;1,01544580212234;1,23604708707416;0,821526795169271;462,73492399559;3,75309128986205;549,582143562692;1,77591810059773;86,8472195671019;4,15205724070238;20,9166720332619;"79 to 95";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"56";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Canada (Ontario)";49,0412448713211;0,776469845918075;48,6691178075052;1,1174236438949;-0,372127063815867;1,36071342374336;-0,273479380244618;462,73492399559;3,75309128986205;505,261917515363;3,63558443095404;42,5269935197735;5,22524338042103;8,13875841250228;"32 to 53";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"57";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Canada (Quebec)";49,0412448713211;0,776469845918075;49,7713010368106;0,894764638375777;0,730056165489536;1,18469792762027;0,616238239697113;462,73492399559;3,75309128986205;502,674494089161;2,68777369194379;39,9395700935707;4,61625623737933;8,65193958909106;"31 to 49";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"58";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"United States (Indiana)";49,0412448713211;0,776469845918075;51,8775812660498;1,15369392263626;2,83633639472867;1,39065275635144;2,03957197925538;462,73492399559;3,75309128986205;531,955657693001;3,09107052355926;69,2207336974111;4,86214059974157;14,2366787379802;"60 to 79";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"59";"GIRL";"ASMMAT0";"IDCNTRY";"Chinese Taipei";"Australia";48,1719069036536;0,521861322459842;50,4878611890545;1,0760115344835;2,31595428540091;1,19588463583285;1,93660342812918;564,228995876344;1,74471056576814;497,531540980695;4,50877034749765;-66,6974548956492;4,83456564799539;-13,7959559869261;"-76 to -57";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"60";"GIRL";"ASMMAT0";"IDCNTRY";"Chinese Taipei";"Armenia";48,1719069036536;0,521861322459842;49,0412448713211;0,776469845918075;0,869337967667526;0,935545114625465;0,929231475935349;564,228995876344;1,74471056576814;462,73492399559;3,75309128986205;-101,494071880755;4,13880528514466;-24,5225529804568;"-110 to -93";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"61";"GIRL";"ASMMAT0";"IDCNTRY";"Chinese Taipei";"Chinese Taipei";48,1719069036536;0,521861322459842;48,1719069036536;0,521861322459842;0;NA;NA;564,228995876344;1,74471056576814;564,228995876344;1,74471056576814;0;NA;NA;" ";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"62";"GIRL";"ASMMAT0";"IDCNTRY";"Chinese Taipei";"Cyprus";48,1719069036536;0,521861322459842;49,1009866184752;0,720761354245311;0,929079714821604;0,889851768359804;1,04408368658311;564,228995876344;1,74471056576814;505,082400347843;2,66736378382209;-59,146595528501;3,18729423077768;-18,5569926231974;"-65 to -53";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"63";"GIRL";"ASMMAT0";"IDCNTRY";"Chinese Taipei";"Hong Kong, SAR";48,1719069036536;0,521861322459842;47,0821069386072;1,11624769606209;-1,08979996504636;1,23221270844098;-0,884425195082753;564,228995876344;1,74471056576814;574,971114660782;3,35020480927083;10,7421187844376;3,77728569509435;2,84387246598494;"3 to 18";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"64";"GIRL";"ASMMAT0";"IDCNTRY";"Chinese Taipei";"Hungary";48,1719069036536;0,521861322459842;49,5268859409301;0,941262785910459;1,35497903727651;1,0762503760833;1,25898124394395;564,228995876344;1,74471056576814;527,14623162141;3,82609654253755;-37,0827642549349;4,20511946454804;-8,81848056103218;"-45 to -29";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
